,text,sentiment,sentimentclass
300,levhavryliv anders_aslund zelenskyyua deserv treatment withdraw ua forc ua territori appoint proru,0.0,Neutral
301,state dept 2 tell senat awar ukrainelink quid pro quo offer httpstcoyxerwvvplf,0.0,Neutral
302,bbcworld housejudiciari per pelosi impeach solemn howev sad victori took skill 2 achiev httpstcogm5zyhoon6,-0.5,Negative
303,mi understood geniu gue hast heard electr vehicl yet httpstcochw2wulfpo,0.0,Neutral
304,two disput judici nomine could help reach mileston httpstcougftqhwqy5 benladen httpstcoiifg15bm3h,0.0,Neutral
305,repthompson help put rig democraci 2016 republican httpstcoglg7rv9yip,0.0,Neutral
306,impeach httpstcofchoo9bh0c impeachmentinquiri impeachandremov impeachmentresolut httpstcozmpqcwcns9,0.0,Neutral
307,hotnewhiphop love kanyewest famili mutual jesusisk httpstcoh6wv1p0efx,0.5,Positive
308,part 1 jimmyfallon interview discus 5m offer obama tower atrium tweet 57th st crane,0.0,Neutral
309,weeklyworldnew devil beef ghost stripper pumpkin bear wwn hotsheet weeklyworldnew halloween pumpkinpatch pumpkin tri,0.0,Neutral
310,reveal name heroic dog wound albaghdadi raid oct 31 1258 pm et video onsit httpstcokn1dldrbc1,0.7,Positive
311,counti host ralli 2016 saw 226 increas hate crime connect dot fund httpstcoplmxsnawvv,-0.8,Negative
312,save coal make peopl sick new york time administr set undo ob httpstco92dzkdqw8q,-0.288961038961039,Negative
313,jankel01 victori ride 2 roll itdallasbrownin16 ec_kag jankel01 aug1405 bluepit19651 joelr9801 spitfiretyler1 tcf,0.0,Neutral
314,time clean deepstat purg administr leaker httpstcox2bzaf2jyd,0.3666666666666667,Positive
315,rudivranckx imposs pronounc he safe,0.5,Positive
316,chris_a10_usa mother tortur isi hostag kaylamuel daughter might still aliv obama decis,0.0,Neutral
317,nigel_farag interview go propaganda piec lbc potu ill give miss lbc,-0.3,Negative
318,zeusfanhous watch live liber blame california wildfir kill religi scholar baghdadi leftist cant,0.043181818181818175,Positive
319,rvawonk isnt juri tamperingbriberi cc speakerpelosi repadamschiff jerrynadl httpstcosshf3rzfvt,0.0,Neutral
320,ea monocle24 downgrad deleg key asian summit scottlucas_ea w georginagodwin httpstco56nbgmhrkv,0.0,Neutral
321,tonypapa9 okthi make littl incredul honesti fight high drug pricesa littl bwaahahahaha,0.16,Positive
322,arnoldpeterso13 true howev still outrag theyr deni due process railroadi httpstcozredvzdigi,0.11249999999999999,Positive
323,repres vote approv rule process httpstcoiw4d0hkt6l,0.0,Neutral
324,amy_siskind ivankatrump arent run govern ruin govern crime spree,0.0,Neutral
325,scenario get subpoena appear court bos say dont honor subpoena ask judg help httpstcotgciz0ozgc,0.0,Neutral
326,isabellabc nicolledwallac often think father time wonder turnin httpstcowhxxfnj2h4,0.0,Neutral
327,white reaction pelosi sham presid done noth wrong know httpstco6wyvruokzz,-0.2333333333333333,Negative
328,andyostroy bullshit one go substanc cant defend indefens cant def,0.0,Neutral
329,wish fan would treat peopl good treat dog httpstcogmmew6ento,0.7,Positive
330,dailybeanspod pl consid tri newlyconjur nongend douchebag altern awesom podca httpstcopjewkb4jnq,0.0,Neutral
331,batshit crazi way character impeachmentinquiri ukrain httpstcoe5tvinfuqb,0.0,Neutral
332,thegreatfeath thank republican hold line stand right choos presid one,0.2857142857142857,Positive
333,colonelcrystal1 unhing reaction ukrain call bc fear worm open,0.0,Neutral
334,oil oott wti 60 talk aw exagger credibl core issu includ httpstco1fflkapjni,0.0,Neutral
335,thehil devinnun sound right part inaccur explain gop republican httpstcovcvhxywgeq,0.34285714285714286,Positive
336,glasnostgon vote formalis inquiri repres pas resolut formal,0.0,Neutral
337,andyostroy mani peopl say wont releas caninesoldi name barack true depth,0.35,Positive
338,alexmjordan aboard jordansviewexpress weekend face antifa soro radic socialist deepstat,0.0,Neutral
339,cnni republican said abl presid follow liar treator wors usa httpstcooaeu5yrg0z,0.0,Neutral
340,bipartisan fuck shown worldwid tv moment world seri victori trumpboo worldseri httpstco9lo57,-0.4,Negative
341,goplead time american voter returnthehous republican get real work law assist done r httpstcok7jxnszbvj,0.1,Positive
342,man threat america ride person vindict ticket destroy democraci httpstcoyxnhxhud4z,-0.2,Negative
343,let get done alreadi 3 year mani clown unveil impeachm httpstcodajz5muq9d,0.0,Neutral
344,guess dont like money that rais presid way would ever stop httpstcowxjkunhet3,0.0,Neutral
345,rob_rog happi halloween httpstcowtuuapigwj witchhunt witch whitehousehalloweencostum whiteh,0.0,Neutral
346,excit share latest addit etsi shop democrat blue wave tshirt httpstcop7ylrcpjct httpstcolmxxzopkk1,0.25,Positive
347,ad gop argument analog employe work cant fire steal httpstcot92yl3ahdu,0.0,Neutral
348,joseandr thank mlb invit immigr throw first pitch donald get boo world httpstconhiiwn7gj9,0.25,Positive
349,act love potion induc donaldjhoofforpresid,0.5,Positive
350,gopcomplicittraitor whore grovel foot sell voter cash main httpstcol6hnynsazc,0.16666666666666666,Positive
351,lubonlez great economi mr gdp 19 rate third quarter anoth sign econom slowdown alongsid,0.4,Positive
352,say fed hurt competit need cut rate httpstcojqxtngfget,0.0,Neutral
353,rashidatlaib protect countri dont mean countri sa,-0.3125,Negative
354,madg_lulu22 tri bribe wouldnt briber what gop supportragainst ongo abus,0.0,Neutral
355,potu news 2020 campaign ad met boo fan nation park news httpstcol0heovdnhi,0.0,Neutral
356,dumptrump gop disinform warfar endang america nation secur republican parti httpstcokvedzf7klh,0.0,Neutral
357,rudygiuliani need appl geniu help unlock iphon name cybersecur advis htt httpstcocjstob4rmh,0.0,Neutral
358,sencorygardn give break noth gun legisl moscowmitch lo httpstcom5tifl02uy,0.0,Neutral
359,follow httpstcof2df9ve9mi,0.0,Neutral
360,sometim laugh much kill dziadi happyhalloween trevornoah halloween2019 httpstcop83vvgmqjh,0.25,Positive
361,senatemajldr moscow bitch mean moscowmitch support play hand putin evil world govern,-0.65625,Negative
362,nathale1776 nicolledwallac maddow msnbc jaketapp andersoncoop chriscuomo cnn senat judgesjuror trum,0.0,Neutral
363,potu thursdaythought thursdaymotiv whitehous plea cleanup chang donaldtrump httpstcokezwbyxzp2,0.0,Neutral
364,carli simon turn donald thought kind repuls httpstco7amleufbba benladen httpstcof59zbrswrm,0.6,Positive
365,tonypaul45 parscal here think censor presid greatest presid lifetim,1.0,Positive
366,həyatın ağırlığı 삶의무게 perhap everyday halloween peutêtr que tou le jour hallow httpstcola3xbe3zwi,-0.2,Negative
367,tell realli get donald boo nation park even though game houston httpstcomy2sajqfpj,-0.4,Negative
368,oh thought took care new leader httpstco24a82h0fap,0.13636363636363635,Positive
369,pistochiniev carolalmero1 gopelecte voter alikeknow exactli theyr ok sort w httpstcozdmvmrhkk1,0.5,Positive
370,thehil goplead would laughabl wasnt devast know voter choic deter httpstcowp5kdjily1,0.0,Neutral
371,thursdaythought thursdaymorn lizrnc resolut stamp approv httpstcooaynl8kv9a,0.0,Neutral
372,retweet heard maga2020 maga httpstco7ynvfjwe50,0.0,Neutral
373,goplead your smart unfortun alon remov offic httpstconfpq5oloqw,0.21428571428571427,Positive
374,repdougcollin 12 wit agre whistleblow tri extort foreign power person httpstcoq1lsrvfyn,-0.125,Negative
375,gop follow openli cri victim lie process httpstcolbdoi9ljpg,-0.07500000000000001,Negative
376,dyslexic_adv mexican child deport still best halloween costum ever apart sexi nurs zombi like,0.5,Positive
377,cb618444 twitter stop polit ad matter jack tell u there 1 reason think hurt conserv,0.0,Neutral
378,helojap ingrahamangl republican start believ decor war veteran mueller earn bronz,0.0,Neutral
379,weedbik bribe speakerpelosi plea take note httpstcosngyktuo1i,0.0,Neutral
380,nation congratul upcom trumpmeltdown httpstcosor0rwdm1a,0.0,Neutral
381,ayal27300648 power caricatur 100 true usa eu nato rojava kurdistan saudiarabia isi nbc bbc httpst,0.35,Positive
382,gop cant run show decid show want cri foul let whine httpstcocgtyh4ox01,0.0,Neutral
383,seek meme warrior wealth prosper bravest fame freedom fortun cash prize httpstcoralnykuryv,0.0,Neutral
384,abakarmanani agre wsj one simplemind isolation answer america need strenghten tie,0.0,Neutral
385,1 121998 bill clinton impeach repres ground perjuri grand juri httpstcohc43penlu6,0.5,Positive
386,mention putin want protect puppet moscowmitch admit fix own httpstcoqfkdi4a2zd,0.6,Positive
387,donald nomine goe berserk confirm hear impeach trumpfascist trumptraitor collus httpstcoytllbmi0h,0.0,Neutral
388,river_lover4 presid success elimin terrorist abu bakr albaghdadi doesnt fit left neg preelec,0.2333333333333333,Positive
389,acyn goal post republican gop httpstcoxuntouepmp,0.0,Neutral
390,read muellertestimoni say ye respons could indict httpstcoz9jkv0dwjo,0.0,Neutral
391,mog7546 presid fail everi criterion ration realitybas decisionmak capac here psychiatrist lear,-0.5,Negative
392,cant bring watch news republibot back corrupt presid go watch httpstcouvyndtknlp,-0.25,Negative
393,best presid america ever who enough 2024 donaldjtrumpjr httpstcosbma5o9bhi,0.5,Positive
394,2020 trump2020 believ jesusisk pray leader,0.0,Neutral
395,stand firmli besid behind potu anytim day anywher patriot warrior geniu leader httpstcohei2ad7s7d,-0.4,Negative
396,commit felonybriberi give fundraisingcash gop_sen ahead impeachmenttri exbu httpstcoscnkmokkey,0.0,Neutral
397,joebiden son hunterbiden involv ukrain corrupt presid ask httpstco4kh75rhul,-0.5,Negative
398,offspr actual work live also dont drug screw dead brother wife httpstcobailpg3d6,-0.02121212121212122,Negative
399,dcreportmedia davidcayj lie crazi selfabsorb weekend httpstcopabuwniv0l albaghdadi,0.0,Neutral
400,andyostroy sound like manbabi woke colicki today fear parti loyal himtrump,0.3666666666666667,Positive
401,opensecretsdc properti profit polit spend httpstco1fkgcoq6pr httpstcov6v64tswht,0.0,Neutral
402,politico gone well rescind anyth he done punish american name hate httpstcoirlaxs0qc,-0.4,Negative
403,hks55 think would risk threaten cancel dec tariff increas still schedul httpstco4ludcwedbh,0.0,Neutral
404,outcom great unmatch wisdom kurdsbetrayedbytrump isi name successor slain leader al httpstcohl5f8tlpw,0.8,Positive
405,con artist demand blackmail unearn loyalti httpstcorsy1prntef,0.0,Neutral
406,time republican grow spine start think countri httpstco1z5drnc9aa,0.0,Neutral
407,daddi impeach might want anoth last name donaldjtrumpjr httpstco5x2gtuaxzq,0.0,Neutral
408,begin dismantl ricketi fenc impeachtrumpnow,0.0,Neutral
409,ppersnicketi john eisenberg whitehous legal advis nation secur issu restrict access ukrain document call,0.2,Positive
410,potu ingrahamangl thursdaythought thursdaymotiv whitehous plea cleanup httpstcoeaathx0prz,0.0,Neutral
411,artiststaci simmonsgmarlin walkaway gop colinpowel lost soul th httpstco7mwszx5b1j,0.0,Neutral
412,joeborellinyc erinmdurkin maggienyt real advoc courtroom mop floor lawyer abstain httpstcotxhetbkuz,0.2,Positive
413,art crimin deal,0.0,Neutral
414,like melaniatrump flotu plager obama occupi much real estat head httpstcoo0n5hx4rpf,0.2,Positive
415,someon anyon plz tell exactli impeach look actual proven reason httpstcob1krersyac,0.0,Neutral
416,reaganremn though mani republican privat deepli concern behavior one one would dare ho,0.0,Neutral
417,nanci pelosi halloween messag ironclad enough evid httpstcoat4jqyziz9,0.0,Neutral
418,ejinact everyon join other testifi today capitolhil highlight abandon scienc broken promis,-0.2625,Negative
419,confunctionist buy ad world seri claim he go chang washington he strong everyon wa,0.4333333333333333,Positive
420,deadder cartoon repost cartoonrepost trump2020 uspoli httpstcoqw5bzbys9r,0.0,Neutral
421,zemanlynnz senatemajldr stop lie moscowmitchmcconnel republican committe hear mitchi theyr,0.0,Neutral
422,peopl outsid dc realli care impeachmentinquiri never accept 2016 e httpstconipso4tk34,0.0,Neutral
423,joe biden past comment come back haunt httpstcougftqhwqy5 benladen trumpthekidswerecri isi httpstcojuelce3wdx,-0.125,Negative
424,sure want scare trick treat child much tonight halloween2019 httpstcojtqtx1lw2t,0.35,Positive
425,never forget american support presid spike video deplor brexit demonis httpstcoec6bdtwzhg,0.0,Neutral
426,sassygirlboss cring agon damag daili he abomin httpstcowdzsr0ebdg,0.0,Neutral
427,foundingfath prepar politicalprocess interest thepeopl httpstcoqmmcy4rmgu,0.0,Neutral
428,realdlhughley america believ see hear lie eye liar who abus job here th,0.0,Neutral
429,stonekeeper3 magalovedavid_in_dalla happen kidsthey r tryin mandat vaccin r bein chipp,0.0,Neutral
430,sl11669749 steve scalis almost die wacko leftist influenc wacko push impeachmen,-0.05,Negative
431,dont say borisjohnsonli bori go selloff nh stopbrexit saveournh httpstconrex2tbr84,0.0,Neutral
432,releas inquiri rule amid new testimoni httpstcougftqhwqy5 benladen httpstcoeqdawj2yeo,0.13636363636363635,Positive
433,approv ground rule democratl inquiri newsvideo breakingnew youtub httpstcow8buuadm0a,0.0,Neutral
434,prayingmed watch gregrharvey broadcast listen halloween inspir talk faith love cbd maga http,0.5,Positive
435,lackey jasoninthehous think controversi event occur barackobama httpstcoo2blkvth2m,0.0,Neutral
436,speakerpelosi full b much botox put trade bill need httpstcopuilvjgxvh,0.275,Positive
437,ushous formal process landmark httpstco87okdd6cvg,0.0,Neutral
438,dailycal stevescalis warn scalisetraitor countri damn chicken almost die bein httpstco1jwfdxlvsf,-0.6,Negative
439,later whitehous issu formal statement say unhing ob illegitim httpstcohnmy5lm3j8,0.0,Neutral
440,way door mark trumpimpeach httpstcoynrsmuwzcc,0.0,Neutral
441,21wire video plenti legitim reason baghdadi isi stori doesnt add syria idlib conan thur,0.0,Neutral
442,jerusalemvow good morn bless presid great support jerusalem citi david solomon,0.75,Positive
443,get extrem graphic describ death abubakralbaghdadi colbertlateshow stephenathom httpstcodiy9jyhdyw,0.0,Neutral
444,massimomessina1 let flip poll hater httpstcohsa9oc6jpm,0.0,Neutral
445,aboutnothing77 good job donaldjtrumpjr day news honest breakingnew msm httpstcoji,0.6499999999999999,Positive
446,qanon rudi back giuliani warn truth emerg surpris pa httpstconayrj5kbrd,0.0,Neutral
447,unhing reaction ukrain call bc fear worm openi httpstcorw1vuj4w2w,0.0,Neutral
448,break repres formal inquiri httpstcoqnfksmgkor httpstco0ddoiftpkg,0.0,Neutral
449,circumst would almost certainli ground investig also 18 usc 20 httpstco3i6068th0i,0.0,Neutral
450,isi confirm albaghdadi death name successor announc came four day presid annou httpstconuqnsfxbzt,0.0,Neutral
451,w_mead_ repkevinbradi plentyofevid justifi impeachmentinquiri sell soul speak,0.0,Neutral
452,lubonlez ugli america time reflect beauti land preserv nativ american mo,0.0,Neutral
453,hanslak jaxalemani tomstey realli look happi tom congratul law realli stil,0.0,Neutral
454,lizcheney_wi corruptpresd gop 4 american peopl u argueprocess howev httpstco0phucyxeiv,0.0,Neutral
455,respond 7 word inquiri resolut httpstcod2tsd7o4vv news httpstco6uasftfrnb,0.0,Neutral
456,send russia httpstcowipqo3mljv,0.0,Neutral
457,alexmjordan searod3 stlpc jherd6 amicah1 italia191 censoredc1 mickelodool kagrevolut tweets4poppi httpstco8sbtiavfhi,0.0,Neutral
458,justafan18 sassygirlboss cring agon damag daili he abomin trumprussiacollus,0.0,Neutral
459,tri destroy america donothingdemocrat hate american love power call congress p httpstcolkva5vpayq,-0.125,Negative
460,rasmussen_pol 17 identifi httpstco3zwlzysgqk breakingpol httpstcojf8z7nxxc,0.0,Neutral
461,murray file motion bankruptci court throw collect bargain agreement union httpstco8qtggennxd,0.0,Neutral
462,good news see moscowmitch houseoversight 2 thing justic may swift persist httpstco3pogrftd7i,0.7,Positive
463,lucyknows1 would potu trust pelosi schiff nation secur oper pelosi schiff control,0.0,Neutral
464,mightybusterbro exorcist terrifi video democrat demon posse potu americafirst dobb maga liberal,0.0,Neutral
465,theatlant shansquar comfort speakerpelosi handl far httpstcoip074jdnk3,0.1,Positive
466,probe pre becom offici bring httpstcolyjqhri5gq via youtub httpstcorpqwebvvav,0.0,Neutral
467,cnni republican would follow monkey profit matter problem creat push httpstcooa8sq064jt,-0.05,Negative
468,forexflowl say vote pas next step investig ongo fx risk still,0.0,Neutral
469,get littl nervou mayb although senat mayb relax switch netflix httpstcoaucdic420q,0.0,Neutral
470,breakingnew foie gra ban newyork new yorker react ill go back franc respond nik httpstcoi0lzfqiylz,-0.12121212121212122,Negative
471,noamchomskey motiv 110 1 constitu know theyr destroy world httpstconl7czd8pdz,-0.2,Negative
472,china doubt longterm trade deal possibl question futur negoti reflect chang httpstcopqiv6k5094,0.0,Neutral
473,mnutti let clear surpris senat control republican vote pattern would differ,0.10000000000000002,Positive
474,stevescalis use rule pas republican 2015 democrat w httpstcobygbdmatq8,0.0,Neutral
475,rush limbaugh right white temporarili 48 year httpstco2016afzhzq,0.14285714285714285,Positive
476,magaloveretirednikitam tri tri triedcallin em frustrat patriotfriend mani cr httpstco3uagrspxvp,0.0,Neutral
477,potu like keepingaraccoon pet httpstcovytryfpyli,0.0,Neutral
478,write_sens repmattgaetz sinc day one occup takeov republicanparti lie cover,0.0,Neutral
479,lbc 1800 farag interview wonder much bullshit get one convers sho httpstcoy9wtynmfrj,0.2,Positive
480,petaflopsmchod1 goplead everi american get chanc see everi witn httpstconciav6qgqz,0.0,Neutral
481,well well well farag borisgetsament lbc httpstconzk9ly5e04,0.0,Neutral
482,rocketmandomain think presid wake f donthecon putinspuppet usa governm httpstcov6z3c7szkt,0.0,Neutral
483,potu thursdaythought thursdaymotiv whitehous plea cleanup chang donaldtrump httpstcoqketlmpfgd,0.0,Neutral
484,respond httpstcorgfusdvnax httpstcoceirrqb6ol,0.0,Neutral
485,adamparkhomenko cant imagin foolish donor must feel give money person claim httpstcoirxyulexul,0.0,Neutral
486,ericciaramella realli socal whistleblow whole narr decim httpstcolssegtjah,0.2,Positive
487,make america great thingstrumpsay iamtrump iwin america,0.8,Positive
488,estefaniarobin2 potu tweet 818 oct 26 2019 818 h1h hillari 1 hussain 1 8 19 8 mors code h hill,0.0,Neutral
489,confunctionist pompeo say obama one corruptli withheld militari aid ukrain foxnew jack thank,0.0,Neutral
490,divid formal inquiri 232196 set rule futur proceed httpstcoonmz0hcuij,0.0,Neutral
491,shouldnt make fun anyon struggl technolog problem qualif natl secur httpstcon2hxnca2kg,0.3,Positive
492,2 billionair alreadi bought sold congress mean absolut noth httpstcoqo26c70tbn,-0.3125,Negative
493,davidcayj lie crazi selfabsorb weekend httpstcopabuwniv0l albaghdadi,0.0,Neutral
494,rudi giuliani need appl store geniu bar help unlock iphonea month made httpstcoo6wejpvd1o,0.0,Neutral
495,republican vote rule httpstcovui47cxmt5,0.0,Neutral
496,chang washington trump2020 tcot keepamericagreat httpstco1rkdiq3urk,0.0,Neutral
497,russia like damn thought sure gonna dumptrump nope escap like teflondon wait httpstcojsarvwvxrn,0.5,Positive
498,potu thursdaythought thursdaymotiv whitehous plea cleanup chang donaldtrump httpstcocohxemgb6h,0.0,Neutral
499,roondog248 favor though dousafavorthough impeachmentiscom impeachtrump httpstcor6saruohc,0.0,Neutral
500,guerillartist impeachmentinquiri worldserieschamp join nba warriorsst wnba washmyst other champion b,-0.125,Negative
501,neither manchin berni senat shouldnt presid mani qualifi ethic httpstcommgaeerfu5,0.0,Neutral
502,zen224 proceed call orang crush impeachmentinquiri impeachtrump,0.0,Neutral
503,csojourn child tie bed rape sent thug threaten live famili later epstein,0.06818181818181818,Positive
504,done excel job alright excel creat hate dodg constitutionlockhimup httpstco2xgy756wel,-0.8,Negative
505,extrump advis morrison said concern ukrain associ press govern politicalview httpstco6uulsiqgvr,0.0,Neutral
506,what happen what next inquiri httpstcougftqhwqy5 benladen httpstco9ux3hpwsrt,0.0,Neutral
507,donald darl offici whitehous halloween statement ask america httpstcouiva7ohl9i,0.0,Neutral
508,lizcheney_wi wrong potu crimin support crime mount httpstcogxziwdy7dq,-0.5,Negative
509,justinamash warn gop disingenu frivol fals defens take httpstcohnale7wj9j,0.0,Neutral
510,let republican hang want cross parti die keep httpstcop0swcr66uf,0.0,Neutral
511,republican cultist deaf blind amaz trumpli trumpliesmatt trumpcrimefamili httpstcon9qk8axbqf,-0.5,Negative
512,charlesppierc heidi_cuda well probabl saw christmasparti putin employe,0.0,Neutral
513,need get seriou legal team read georgeconway garbag white defens virtual g httpstcohfj0vzv0ww,0.1,Positive
514,fake news folksit fake httpstcosvqa7mrtdq,-0.5,Negative
515,reactionari court support doj may rule dissolut obamacar httpstcoz0a2jcaufq,0.0,Neutral
516,republican shame hide like coward behind parti line first impeachmentinquiri httpstcoephjtrfwrd,-0.07500000000000001,Negative
517,rnc poll support rise amid democrat effort httpstcoyw11zeoav0 news feedli httpstco4jw0caijwx,0.0,Neutral
518,recent made new video definit worth time check havent alreadi httpstcoamclgynkin,0.14545454545454545,Positive
519,andrew yang newsweek cover itshappen yang2020 ubi autom robot job trucker bitcoin newyorkc httpstco53pnwlues4,0.0,Neutral
520,baronreed4 let forget stif thousand contractor work properti casino 3500 su,0.0,Neutral
521,pelosi right need 2 impeach noth celebr 1 republican vote ignor rule httpstco61iipu4d6p,0.2857142857142857,Positive
522,andyostroy lincoln leav noth tomorrow done today fdr thing fear fear,0.0,Neutral
523,whitehous presssec bulli rope deliv knock blow,0.0,Neutral
524,terrycoffey2555 braden_ros that besid dont know sdni store,0.0,Neutral
525,oil oott wti say phase one trade deal repres 60 overal longterm agreement httpstcohhnznfyvrn,0.0,Neutral
526,thomas_bind wrench moral grin mask empir selfcrit western realis alway,0.0,Neutral
527,checkout sandi assault riffl dog biscuit pumpkin peanut butter happyhalloween kag maga trump2020 httpstcoxafhvcnh4i,0.0,Neutral
528,church143 twitter other push violenc street wont pretti folk love great nation maga q,0.39166666666666666,Positive
529,statespol arizona presidenti elect 2020 v bidenwarrensand azsen2020 emerson 10251028 901 rv analysi p,0.8,Positive
530,interest gain expens countri constitut think he httpstcomkfzd1hpjb,0.0,Neutral
531,conservamomusa conclud circu formal procedur hope lead 2 later articl,0.0,Neutral
532,like ask jamescomey letflynngo republican implor let donaldtrump go httpstcox2gx6a5ce3,0.0,Neutral
533,soggystella1 repthompson help put rig democraci 2016 republican,0.0,Neutral
534,two disput judici nomine could help reach mileston httpstco7amleufbba benladen httpstcoy7qdikdsgr,0.0,Neutral
535,presidenti shield permit wreck ball constitut whit httpstcorcr61ahfa4,0.0,Neutral
536,what tv saturday saturday night live nbc httpstco7amleufbba benladen trumpthekidswerecri httpstcojvl0bvatba,0.13636363636363635,Positive
537,kellyannepol sure famous critic build busi back littl guy httpstcocahzxasuxr,0.3333333333333333,Positive
538,getanalysi santiagomayer_ read blog post httpstcop2xlvst7pp bizarr hold cow republican httpstcorv,-0.13333333333333333,Negative
539,margaretcox2299 capatosta122 joemanchin westvirginian favor ye need better retir httpstconbcvwsubtv,0.5,Positive
540,andyostroy oh youv chang washington alright youv turn cesspool dishonesti corrupt,-0.5,Negative
541,potu trump2020 campaign true scumbag httpstcoljuc4bjv30,0.35,Positive
542,denbrot campaign run place advertis rofl whitehous,0.8,Positive
543,kamalaharri wrestler ugli one lay 1000 creat million job win httpstcoojhcgbz5zq,0.8,Positive
544,ukraineschem read new develop confirm pompeo barr allin corrupt scheme httpstcofw1qcqqg46,-0.18181818181818182,Negative
545,repatt1 chart defens depart say defens depart publish fals httpstco3sanymprzz,0.0,Neutral
546,charliekirk11 never order ask investig 2016 interfer hillari ask investig httpstco70htdbkudd,0.0,Neutral
547,thehil goplead got help russian 2016 never denounc took putin word httpstcoe6m4h380qo,0.0,Neutral
548,oh4peacesak bill_maxwell_ gezz devinnun way around tri uphold constitut,0.0,Neutral
549,seem like work even harder thing happen g httpstcofpstpzxcsv,-0.1,Negative
550,riverpapa thekohl americanlurk theeconomist riverpapa current upper hand opposit form httpstcoxfflrtzloa,0.0,Neutral
551,potu thursdaythought thursdaymotiv whitehous plea cleanup chang donaldtrump httpstcombg5orqqfz,0.0,Neutral
552,would say salem witch trial 1692 wors witchhunt,0.0,Neutral
553,magaloveretirednikitamso true other block hadnt initi itonc awarethey took httpstcooqbeenznxf,0.11249999999999999,Positive
554,basebal life polit httpstcoktzfj3eil dancubia mlb httpstcoelz7dma39f,0.0,Neutral
555,deadder cartoon repost cartoonrepost trump2020 uspoli httpstcoqnhkh9vyxt,0.0,Neutral
556,veteran 82nd airborn challeng veteran contact traitor rep tree liberti httpstcorjkwkluhnq,0.0,Neutral
557,blunt abus power sinc day one accord kill isi jeopard secur httpstcorqodmrspjz,0.0,Neutral
558,day 2019 today politico report reward sencorygardn thomtilli httpstcofgyqauqumk,0.0,Neutral
559,presid putin bitch shortsleev unisex tshirt httpstco4ba436ujzg via etsi impeach httpstcoqdxxumms7i,0.0,Neutral
560,good job donaldjtrumpjr day news honest breakingnew msm httpstcojihjc1lcz4,0.6499999999999999,Positive
561,republican say let 2020 make decis noth colleg elector gave constitut httpstcoptpiqd1dxq,0.0,Neutral
562,god will nightmar erdoğan jihadi idyl kurd christian httpstcowbyhetlmmj,0.0,Neutral
563,jeffvandrew collinpeterson shame impeachandremov gop httpstcoedjvvg9hbb httpstcovyxmu3up3d,0.0,Neutral
564,vote formalis inquiri httpstco2vkpppnb5q,0.0,Neutral
565,votingfemai break vote along parti line approv sham resolut two dem measur httpst,-0.2,Negative
566,repatt1 here anoth one dont believ everyth tell ask ivana marla melania httpstcotdgh7ljrvh,0.0,Neutral
567,lucidmanag analys trumpworld visualis ownership relat busi network rstat networkanalysi http,0.0,Neutral
568,thehrh sad thing come light commit crime gop peopl like vili httpstcotrdotxghtu,-0.04999999999999999,Negative
569,pamelakruse4 legereit lmchristi1 separ agreement definit piggyback eo total globalist agenda hope,0.0,Neutral
570,the_hindu presid donald react almost instantli call probe greatest witch hunt american histor,0.5,Positive
571,inquiri proceed impeach trumpfascist trumptraitor collus httpstcoq2aenormpa,0.0,Neutral
572,ye keep open mind hear evid congressmanjvd knew process would move f httpstcojwqcaofzgp,0.0,Neutral
573,rudi giuliani announc plan obstruct justic httpstcougftqhwqy5 isi benladen trumpthekidswerecri httpstcokhudtuzpea,0.0,Neutral
574,carminesabia trick presid yeah dont know civil human take seriou,0.0,Neutral
575,zemanlynnz gloriou day constitut impeachmentvot republicansforimpeach rep,0.0,Neutral
576,lie lie lie fiction get dramat time httpstcougftqhwqy5 benladen httpstco1vf46k8abz,0.0,Neutral
577,know great held account action republican expo httpstcosgspcf1ayi,0.45,Positive
578,get jim jordan mad wear suit jacket ha ha nanci pelosi play yall httpstco2d2fvcgdic,-0.625,Negative
579,joshrogin kurteichenwald wsj anoth tramp fail,-0.5,Negative
580,believ reincarn donaldtrump ivankatrump reincarn popealexandervi aka httpstcojcq6ljo0ao,0.0,Neutral
581,upoliticsnow rep procedur first time thursday httpstcoi80aoqgyfz impeachtrum,0.25,Positive
582,lanamiersen nelsonwendella that exactli doingaccus misde bide,0.0,Neutral
583,lailainshassi let sum despit evid illeg misconduct corruptgop still support corruptpresid,0.0,Neutral
584,stupid racism corrupt power trumpsregim makesomenois httpstcoa4cjkbmhcf,-0.6499999999999999,Negative
585,repres pas resolut formal proceed inquiri p httpstco0wd8ng663a,0.0,Neutral
586,stwuk donald come london decemb 3rd attend nato summit summit crucial opportun movem,0.0,Neutral
587,comment chair intellig committe aka refus defend httpstcod7qi7ktfb,0.0,Neutral
588,honest question regard vote formal begin open aspect httpstcoqluekpf0yg,0.3,Positive
589,goplead justinamash warn gop disingenu frivol fals defens take,0.0,Neutral
590,let flip poll hater httpstcohsa9oc6jpm,0.0,Neutral
591,purplemeatbal goplead time american voter returnthehous republican get real work law assist done repu,0.1,Positive
592,presid plea keep good work keep swing expo crook 4 httpstcom2hkfpnbwo,0.7,Positive
593,aka seat end term focu blockin httpstcogcpsjyvptv,0.0,Neutral
594,take youv never salem massachusett witchhunt happyhalloween httpstcobudrhodc7w,0.0,Neutral
595,ogi summer 2019 edit click httpstcong4zuuyczx sign free digit magazin su httpstcosy0to2jc3v,0.4,Positive
